row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
108,stock_foreign_nationality,count,2025,3423139,persons,female,all,foreign,all,national,INE_ECP,Estadística Continua de Población a 1 enero 2025,table 56936,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/56936,high,Sex split foreigners 1 Jan 2025: mujeres
109,flow_immigration_from_abroad,count,2024,49817,persons,all,0-4,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,Age-group breakdown of 2024 inflow
110,flow_immigration_from_abroad,count,2024,64199,persons,all,5-9,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
111,flow_immigration_from_abroad,count,2024,69165,persons,all,10-14,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
112,flow_immigration_from_abroad,count,2024,93952,persons,all,15-19,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
113,flow_immigration_from_abroad,count,2024,144726,persons,all,20-24,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
114,flow_immigration_from_abroad,count,2024,171911,persons,all,25-29,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,Peak age group of 2024 inflow
115,flow_immigration_from_abroad,count,2024,156127,persons,all,30-34,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
116,flow_immigration_from_abroad,count,2024,129638,persons,all,35-39,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
117,flow_immigration_from_abroad,count,2024,105684,persons,all,40-44,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
118,flow_immigration_from_abroad,count,2024,83489,persons,all,45-49,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
119,flow_immigration_from_abroad,count,2024,65062,persons,all,50-54,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
120,flow_immigration_from_abroad,count,2024,49402,persons,all,55-59,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
121,flow_immigration_from_abroad,count,2024,38155,persons,all,60-64,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
122,flow_immigration_from_abroad,count,2024,29907,persons,all,65-69,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
123,flow_immigration_from_abroad,count,2024,17897,persons,all,70-74,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
124,flow_immigration_from_abroad,count,2024,10612,persons,all,75-79,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
125,flow_immigration_from_abroad,count,2024,5461,persons,all,80-84,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
126,flow_immigration_from_abroad,count,2024,2377,persons,all,85-89,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,
127,flow_immigration_from_abroad,count,2024,981,persons,all,90+,all,all,national,INE_EMCR,Estadística de Migraciones y Cambios de Residencia 2024,table 69687,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/69687,high,Open-ended top bucket
128,ss_affiliation_foreign,count,2024,2408646,persons,all,all,foreign,all,national,MISSM,Afiliación de extranjeros a la Seguridad Social — Régimen General (annual avg 2024),capital.es secondary citing MISSM,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/inclusion/Paginas/2024/161224-afiliados-extranjeros-seguridad-social.aspx,medium,"83.6% of foreign affiliates; +7.9% YoY. Sub-systems Agrario/Hogar published only as shares (>35%, ~44%) not absolute"
129,ss_affiliation_foreign,count,2024,467616,persons,all,all,foreign,all,national,MISSM,Afiliación de extranjeros a la Seguridad Social — RETA Autónomos (annual avg 2024),Moncloa nota de prensa,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/inclusion/Paginas/2024/161224-afiliados-extranjeros-seguridad-social.aspx,medium,Cotizantes en RETA; +8.3% YoY. Annual avg total foreign affiliates 2024 ~2880818; year-end 2927598
130,flow_immigration_from_abroad,count,2008,310262,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2008 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
131,flow_immigration_from_abroad,count,2008,288812,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2008 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
132,flow_immigration_from_abroad,count,2009,192286,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2009 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
133,flow_immigration_from_abroad,count,2009,200677,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2009 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
134,flow_immigration_from_abroad,count,2010,176828,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2010 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
135,flow_immigration_from_abroad,count,2010,183876,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2010 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
136,flow_immigration_from_abroad,count,2011,180946,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2011 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
137,flow_immigration_from_abroad,count,2011,190389,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2011 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
138,flow_immigration_from_abroad,count,2012,149750,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2012 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
139,flow_immigration_from_abroad,count,2012,154304,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2012 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
140,flow_immigration_from_abroad,count,2013,139473,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2013 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
141,flow_immigration_from_abroad,count,2013,141299,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2013 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
142,flow_immigration_from_abroad,count,2014,151949,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2014 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
143,flow_immigration_from_abroad,count,2014,153505,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2014 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
144,flow_immigration_from_abroad,count,2015,169626,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2015 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
145,flow_immigration_from_abroad,count,2015,172488,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2015 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
146,flow_immigration_from_abroad,count,2016,204209,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2016 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
147,flow_immigration_from_abroad,count,2016,210537,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2016 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
148,flow_immigration_from_abroad,count,2017,260161,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2017 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
149,flow_immigration_from_abroad,count,2017,271971,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2017 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
150,flow_immigration_from_abroad,count,2018,319082,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2018 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
151,flow_immigration_from_abroad,count,2018,324602,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2018 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
152,flow_immigration_from_abroad,count,2019,376035,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2019 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
153,flow_immigration_from_abroad,count,2019,374445,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2019 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
154,flow_immigration_from_abroad,count,2020,236402,persons,male,all,all,all,national,INE_EM,Estadística de Migraciones 2020 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split); EMCR revised vintage not available for this year
155,flow_immigration_from_abroad,count,2020,231516,persons,female,all,all,all,national,INE_EM,Estadística de Migraciones 2020 (EM legacy),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy vintage (sex split)
156,flow_immigration_from_abroad,count,2008,95199,persons,all,0-14,all,all,national,INE_EM,Estadística de Migraciones 2008 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
157,flow_immigration_from_abroad,count,2008,246024,persons,all,15-29,all,all,national,INE_EM,Estadística de Migraciones 2008 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
158,flow_immigration_from_abroad,count,2008,169087,persons,all,30-44,all,all,national,INE_EM,Estadística de Migraciones 2008 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
159,flow_immigration_from_abroad,count,2008,71759,persons,all,45-64,all,all,national,INE_EM,Estadística de Migraciones 2008 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
160,flow_immigration_from_abroad,count,2008,17006,persons,all,65+,all,all,national,INE_EM,Estadística de Migraciones 2008 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
161,flow_immigration_from_abroad,count,2009,65725,persons,all,0-14,all,all,national,INE_EM,Estadística de Migraciones 2009 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
162,flow_immigration_from_abroad,count,2009,154869,persons,all,15-29,all,all,national,INE_EM,Estadística de Migraciones 2009 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
163,flow_immigration_from_abroad,count,2009,104793,persons,all,30-44,all,all,national,INE_EM,Estadística de Migraciones 2009 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
164,flow_immigration_from_abroad,count,2009,51961,persons,all,45-64,all,all,national,INE_EM,Estadística de Migraciones 2009 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
165,flow_immigration_from_abroad,count,2009,15616,persons,all,65+,all,all,national,INE_EM,Estadística de Migraciones 2009 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
166,flow_immigration_from_abroad,count,2010,58155,persons,all,0-14,all,all,national,INE_EM,Estadística de Migraciones 2010 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
167,flow_immigration_from_abroad,count,2010,137623,persons,all,15-29,all,all,national,INE_EM,Estadística de Migraciones 2010 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
168,flow_immigration_from_abroad,count,2010,97133,persons,all,30-44,all,all,national,INE_EM,Estadística de Migraciones 2010 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
169,flow_immigration_from_abroad,count,2010,52055,persons,all,45-64,all,all,national,INE_EM,Estadística de Migraciones 2010 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
170,flow_immigration_from_abroad,count,2010,15738,persons,all,65+,all,all,national,INE_EM,Estadística de Migraciones 2010 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
171,flow_immigration_from_abroad,count,2011,57564,persons,all,0-14,all,all,national,INE_EM,Estadística de Migraciones 2011 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
172,flow_immigration_from_abroad,count,2011,139465,persons,all,15-29,all,all,national,INE_EM,Estadística de Migraciones 2011 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
173,flow_immigration_from_abroad,count,2011,100149,persons,all,30-44,all,all,national,INE_EM,Estadística de Migraciones 2011 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
174,flow_immigration_from_abroad,count,2011,56429,persons,all,45-64,all,all,national,INE_EM,Estadística de Migraciones 2011 (broad age bands; both sexes),table 24287,https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/24287,high,EM legacy
